"
A spontaneous idea to try something new led us into the mousetrap. We absolutely loved it. Very friendly and attentive staff from the beginning (if it should rain we don't have an alternate table inside) to the end. All dishes were lovingly prepared and very tasty. Plus the great ambience. Gladly again,",1
"
Nice, friendly and the food delicious. The prices too high.
Food: 4/5  |  Service: 5/5  |  Atmosphere: 4/5",1
"
Simply a great restaurant! Everything is just right here: the service is friendly and courteous, the ambience is rustically beautiful and the food is really really tasty.
I particularly like the fact that everything is prepared and cooked here in-house. The ingredients are also sourced locally and some are self-cultivated. Definitely worth a visit!!",1
"
The atmosphere is great, the food is very tasty and well portioned.",1
I was looking for somewhere nice and traditionally German and this place did not disappoint. Super friendly service and every part of the meal was cooked to perfection. I would wholeheartedly recommend Mausefalle to anyone.,1
"
We sat on the outside terrace on Saturday evenings and felt incredibly comfortable. Our requests were very accommodating. The service was attentive and pleasantly polite. The highlight was the food. The mushrooms in the risotto spectacular. The Wiener Schnitzel was wafer thin and crispy. Great restaurant, will come back and recommend it too!",1
"
Right next to the landmark of Mülheim.
Extremely friendly service.
Good food has its price.
Food: 5/5  |  Service: 5/5  |  Atmosphere: 4/5",1
"
Delicious! And super nice staff :)",1
"
Nice people
Great beer also craft beer
The food is worth every penny
Food: 5/5  |  Service: 5/5",1
"
There is a clear recommendation for the ambience, fresh, tasty cuisine and super friendly staff. Beforehand there was a small soup and a bread basket on the house.
For the main course I took game, savoy cabbage and homemade spaetzle for 22 euros.
The overall package is definitely worth 5 stars, but I only give it 4 stars at this point because the portion was really very small to make you feel good",1
"
The Mausefalle is a wonderful restaurant with friendly service, a great ambience and, of course, delicious food.
We celebrated our wedding there and it was just great! Thanks to the entire team!
I can definitely recommend it!",1
"
Nice restaurant but don't recommend the liver, tough and dry",0
"
Today we were in the Mausefalle for the first time. Found via Google Maps and reserved immediately. The fillet steak was uniquely tasty, medium, juicy and pink throughout. Very friendly service and a homely atmosphere. Loved the music in the background too. We will be back.",1
"Beautiful environment, very polite staff and great food!",1
"Top
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5",1
"Well made food, nice environment, great costume service. A bit overpriced in my opinion considering the size of the portions and the simplicity of the dishes
Food: 4/5  |  Service: 5/5  |  Atmosphere: 5/5",1
"
Historic building with a compact, home-style menu, with prices slightly above the local average.

I had an excellent regional rump steak here with potatoes and salad. I particularly liked the greeting from the kitchen in the form of an apple and turnip soup.

Lovely again!
Greetings Matthew",1
"
Super tasty and fresh. Regional cuisine is great served here. There are mainly traditional dishes that have their own touch from the kitchen, great! Everything is homemade, from the bread for the starter to the mayo and ketchup for the main course. The staff is also very friendly and the atmosphere is simply unique!",1
"
Today we wanted to go out for a ""bourgeois"" meal with friends. Our choice is a mousetrap.
We then reserved a table over the Internet - it worked out wonderfully. And it is also necessary! The restaurant was so busy that almost all tables were occupied.
The service is very friendly and accommodating. We opted for the knuckle and it's worth waiting the 45 minutes indicated on the menu. The meat falls off the bone super tender.
The waiting time was bridged with very tasty bread and a greeting from the kitchen. The appetizers were also very tasty.
We'll definitely be back.",1
Very good food! A bit pricey though.,1
"
Cozy restaurant in downtown Düsseldorf. Good Italian food, warm hosts, nice ambience and moderate prices. I liked it very much and felt good.",1
"
The food tasted satisfying and very just enough. Lagging behind the restaurant's claim. The service is very friendly. The kicker are the prices. They are 5 to 10 euros overdrawn. Not soooo happy to be a mousetrap again
Food: 2/5  |  Service: 4/5  |  Atmosphere: 4/5",1
"
Very good kitchen and nice staff, gladly again anytime",1
"
Good cook but very bad staff.
very moody . And unable to speak up directly if something isn't right. Then always sends his wife ahead.

As a result, is unable to adjust to people. That's why all the trainees are running away from him.

Knows this from an internal source",0
"
Great restaurant with very tasty regional dishes. A smaller selection, but always served fresh and of very good quality. We especially recommend the Wiener Schnitzel, rarely eaten so well.
The rustic ambience fits perfectly into the old town of Mülheim. Super cozy.",1
"The spice combination was out of this world.  We had a business dinner here and everyone had an extraordinary experience. Also the waiter was awesome, young, was obviously not German but he took such good care of us that he contributed a great deal to our experience",1
"
The goose is a poem... only the side dishes need improvement. The dumplings were too soggy...Robin should taste like red cabbage.
Food: 3/5  |  Service: 5/5  |  Atmosphere: 3/5",0
"
Very nice and friendly staff
& wonderful food.
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5",1
"
Nice authentic place. staff very attentive. Great kitchen. Thank you very much we will come again.",1
"
Was there spontaneously for the first time and was a direct fan. Very friendly staff, great ambience and the food was a pleasure. Everything is very fresh and prepared with love. Small menu, but everything is homemade and from the region. The hazelnut ice cream was the culmination of a very fine meal. Absolute recommendation!!!!",1
"
Delicious,
Conditions also very friendly. It only takes a long time when the store is full.
Otherwise great
Food: 5/5  |  Service: 4/5  |  Atmosphere: 5/5",1
"
As always, it was a special culinary experience! If you want and appreciate excellent German cuisine in a suitable setting and atmosphere, you can't avoid the Mausefalle! In addition, an attentive + very nice service staff! We are already looking forward to the next visit!",1
"
A really super nice location. Cosy, family atmosphere in a rustic half-timbered house. Just great and somehow not Mülheim. Extremely courteous and friendly staff. Rarely experienced something like that. Top! All dishes were excellently prepared. Savoy cabbage roulades, Wiener Schnitzel or tagliatelle with chanterelles. Very solid craftsmanship in the kitchen. Only the fried black pudding with endive mashed potatoes were inedible (according to the person who ordered it). It should also be mentioned that we had two vegan eaters with us and heaven and hell were set in motion to conjure up a very delicious dish for the two of them. Many thanks again for that..... Not unmentioned here is the always freshly tapped beer which was incredibly tasty. Best regards from the neighborhood.",1
"
Cosy, delicious draft beer and good food.
Super friendly staff.
I'd love to come back",1
"
Especially the ambience is a dream. Cosy, rustic and yet bright and friendly!
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5

Recommended dishes
Creme Brulee",1
"
Was here for the third time. Now ""just"" for a few appetizers and some delicious Dröpje. And that at 2100 in the evening spontaneously and without a reservation - great, enjoyable, enthusiastic!
This also applies to the evening ""a la carte"" or from the menu - here the service is friendly and competent and the food is great. Not to mention the choice of drinks.
Slow food in the beautiful old town, simply wonderful!",1
"
Fine restaurant with a nice ambience, friendly staff and delicious food. The terrace is a dream. All in all: a successful evening! Great.",1
"
Everything is right here:
Tasteful decor ""chic-rustic"", great food (everything homemade) and very friendly staff.
One of the few places (that I know) that take the obligation to provide evidence of tests and vaccination status seriously, thereby making the guests feel good. We were a small birthday party of 10 people and were all completely satisfied, full and happy with the craftsmanship of the kitchen there. Clear recommendation (:",1
"
Great restaurant fine dining little but very good food. Slow food. Great drinks selection.",1
"
It was just great, good food, very good service and a very nice atmosphere.
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5",1
"
A great restaurant, a lot of atmosphere, the food was great (it was whole) and the service was very attentive and friendly. Come back.
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5",1
"
Nice atmosphere, I just had a drink there. So I can't rate the food. The price for a bottle of beer was really expensive.
Service: 4/5  |  Atmosphere: 5/5",1
" This restaurant deserves a Michelin star for very fine food and special beers

",1
"
From the reservation on the phone, to the greeting, the hospitality at the table, to the food and the farewell, everything was perfect here. There is nothing wrong with that. I was alone in this beautiful restaurant and felt very comfortable from start to finish. The service staff always had a smile on their faces and were always attentive and approachable. I also liked the food very much. I would come back anytime. Thank you for the lovely evening.",1
"
We enjoyed our Christmas dinner with 8 people in the wonderful atmosphere of the Mausefalle. The service very friendly and attentive. Starter was bread of two kinds with butter. Very great taste! Then we continued with an excellent greeting from the kitchen. Mega delicious soup. For me there was the 3-course goose menu. All I can say is super delicious. The only drop of melancholy was the temperature of the food. Otherwise it would have been 5 stars from me. I think the prices are absolutely fair. I'd love to come back.
Food: 4/5  |  Service: 4/5  |  Atmosphere: 5/5",1
"
Very big kitchen. I still have to think about my venison goulash from 3 years ago. The Hammer!!",0
"
Best restaurant in Mülheim. Been many times, never disappointed. Almost always excellent.
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5",1
" Very good restaurant!! Friendly welcome and service.
Good value for money

",0
"
A spontaneous idea to try something new led us into the mousetrap. We absolutely loved it. Very friendly and attentive staff from the beginning (if it should rain we don't have an alternate table inside) to the end. All dishes were lovingly prepared and very tasty. Plus the great ambience. Gladly again,",1
"
Nice, friendly and the food delicious. The prices too high.
Food: 4/5  |  Service: 5/5  |  Atmosphere: 4/5",1
"
Simply a great restaurant! Everything is just right here: the service is friendly and courteous, the ambience is rustically beautiful and the food is really really tasty.
I particularly like the fact that everything is prepared and cooked here in-house. The ingredients are also sourced locally and some are self-cultivated. Definitely worth a visit!!",1
"
The atmosphere is great, the food is very tasty and well portioned.",1
"
We sat on the outside terrace on Saturday evenings and felt incredibly comfortable. Our requests were very accommodating. The service was attentive and pleasantly polite. The highlight was the food. The mushrooms in the risotto spectacular. The Wiener Schnitzel was wafer thin and crispy. Great restaurant, will come back and recommend it too!",1
"
Right next to the landmark of Mülheim.
Extremely friendly service.
Good food has its price.
Food: 5/5  |  Service: 5/5  |  Atmosphere: 4/5",1
"
Delicious! And super nice staff :)",1
"
Nice people
Great beer also craft beer
The food is worth every penny
Food: 5/5  |  Service: 5/5",1
"
There is a clear recommendation for the ambience, fresh, tasty cuisine and super friendly staff. Beforehand there was a small soup and a bread basket on the house.
For the main course I took game, savoy cabbage and homemade spaetzle for 22 euros.
The overall package is definitely worth 5 stars, but I only give it 4 stars at this point because the portion was really very small to make you feel good",1
" Excellent cuisine, good selection at the bar, friendly waiters and cozy atmosphere.

",1
"
The Mausefalle is a wonderful restaurant with friendly service, a great ambience and, of course, delicious food.
We celebrated our wedding there and it was just great! Thanks to the entire team!
I can definitely recommend it!",1
"
Excellent cuisine under the current management, and with the pub area downstairs there is something for everyone, even if you are traveling with several people and maybe not everyone wants to eat. In the beginning, I understood the statement sometimes found here that the service was too slow -- but now the team makes a pretty well integrated impression and I really can't complain about the lack of speed. A pleasant, well-run place where you can go for a nightcap beer as well as a really nice meal.",0
"
Great restaurant, great outdoor area. The food is freshly prepared, many ingredients come from our own garden or from the chef's field. There is still proper training here. The food is great, the waitresses do a great job. Priced mid-range. We recommend.",1
"
Great ambiance
very friendly staff
Great food",1
"
Very tasty food, from the starter to the dessert, everything was right, as was the friendly service. One of the best restaurants in Mulheim.",1
"
Beautiful, rustic restaurant with a constantly changing, seasonal menu and a large selection of wines, spirits and other drinks. You should bring some time with you, as the restaurant is reportedly part of the ""Slow Food"" movement. All dishes are completely homemade (including bread, Hollandaise sauce during the asparagus season, etc.) and of a quality that you don't get often anymore (homegrown vegetables, etc.). Taste: Consistently great - we've never had a bad meal here.

The staff has been the same waitresses for years, who all know their trade and are always very friendly and attentive. Of course, when it's full, it can happen that you have to wait a bit (which is partly due to the premises - three winding floors are of course more confusing than one large bar), but that's also complaining on a high level and does not detract from the quality.

We always like to come back here!",1
"
Good food... But not cheap
Food: 5/5  |  Service: 4/5  |  Atmosphere: 4/5",1
"
Great food, incredibly nice and extraordinary atmosphere. Value for money is also right. It may look like a pub at first glance because of the name and the layout, but it isn't. I highly recommend it!",1
"
Always a pleasure ;)
Food: 4/5  |  Service: 4/5  |  Atmosphere: 4/5",1
"
Nice quaint restaurant in the old town. Very nice rustic menu. Awesome wine list!
Very nice staff. Unfortunately we had to wait a little too long, but it was also very well attended.
The restaurant is not for people suffering from claustrophobia. We will be back.",1
"
Perfect food and great staff. The chef knows his trade and the location is also smooth. In summer you can enjoy your beer outside and watch the roast being prepared in the smoker. We're always happy to come by!",1
"
A beautiful restaurant in the heart of Mülheim. The staff is super friendly and accommodating. The food is lovingly prepared and tastes great. The prices are in a high but reasonable level. Parking spaces are of course rare in the city center with a resident parking permit.",1
"
Very clear menu - already good!

I thought the four beers in advance were great, no Veltins and the like. Nice ambience, nice (not always very professional) service.

I found the pricing reasonable. A Wiener schnitzel for 23 EUR is quite cheap, crème brulee for 5.50 completely OK - with a soup you are there with 11. The latter was also very good, but quite expensive.",1
"Very nice! The food was excellent and the staff was very polite. I liked the ambience a lot, feels like a bit of living history of the city.",1
"
The ambience is great, rustic restaurant over 3 floors. The service staff is friendly, attentive and fast. So much for the drinks... I had a ""Hokkaido pumpkin cream soup with sour cream and grainy puff pastry stick"" first. The taste is very appealing, but I've never had such a thin cream soup. More like a broth. For the main course I had ""handmade tagliatelle with fried mixed mushrooms in creamy sauce"". Taste was consistent, but not a highlight for me. The noodles were a bit too firm for me, but that's also a matter of taste.
The topic ""Slow Food"" is implemented very well here, we waited almost 2 hours for the main course. It should also be mentioned that we were there with a larger group and had communicated our food selection in advance by email. I can't judge how long it takes with a ""normal"" order on site, with less food that has to be served at the same time. Up to this point it would certainly have been 4 stars... solid to good food (the greeting from the kitchen was my highlight of the evening), great ambience and really good service staff (unfortunately you don't experience that often anymore).
However, I have to deduct the star, because in my opinion the price is absolutely exaggerated for the portions. The pasta portion would at most be worthy of an appetizer. I turned up 8 forks of pasta until there were only a few mushrooms left in the bowl. Maybe you could get 10 with a little less noodles per fork, but for 18€ it's cheeky. I would have found double the amount to be reasonable (and then would have been full). Even the ladies from the group with the same dish were not full.
There was similar feedback from colleagues who had a Wiener Schnitzel.

Conclusion: Everything was great, but you shouldn't be too hungry and be aware of the prices. The quality is certainly good, but you can find that in other restaurants with slightly more moderate prices.",1
"Had the best evening with my family here, the wild game was excellent and what a fantastic venue
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5",1
"
The restaurant has recently been under new management and has had a real makeover. The menu is still quite manageable but, as the chef/owner has assured it, will be gradually expanded, after all it only started recently. It's now super clean again and I'm just fascinated by this crooked half-timbered architecture.
I had a steak to eat, which is definitely in the top class in terms of taste. I'm already looking forward to my next visit.",1
"
Always a good choice for a family dinner or wedding anniversary. We recently picked up goose for home, it was deliciously tender and the bone was off, there were chestnuts in the sauce. Always happy, very friendly and everything delicious.",1
"
The service is miserable and the anger about a messed up evening hasn't gone away the next morning either. Menu was laid on the table, not a word too many; We requested drinks after 25 minutes, until then no contact from the service. Ordered starter and main course, starter came after 30 minutes, main course after an hour... The food is ok, but not above average, value for money also ok. A unique visit for us. Therefore we cannot understand the number of very good reviews. Visit on 05/29/2020, dinner.",0
"
We really liked it here. Nice young people served us here in a rustic, well-kept ambience. The food was excellent. The meat is of high quality.",1
"
Really great evening with good service and excellent food. It's always a pleasure to come here! You should definitely try the homemade delicacies.",1
"
We ordered the Easter menu today, really a successful meal.
All four courses were excellent, with the soup and dessert standing out.",1
"
Very good, high-quality food, attentive service, always nice to sit outside when the church bells are ringing",1
"
Super delicious food and convivial atmosphere!",1
"
Unfortunately only three stars. Very very good service. Our steaks were not to our liking. Kinda musty. Were also not invoiced. Nevertheless, we recommend the restaurant. Had some bad luck.",0
"
really good tasty food,
by attentive staff
Served, nice ambiance.
Gladly again...",1
"
Delicious food and very friendly staff. Very picturesque place in a historical building. Reservations are a real advantage here because the restaurant is very busy. But no wonder, the price / performance ratio is right.",1
"
The fries were way too greasy, the ""sweet and spicy"" curry sauce way too hot! And the waiting time (45min) for chips, currywurst, pasta and ciesh is far too long! Therefore 1 star.

Poor performance!",0
"
Excellent, regional (and seasonal!) cuisine with a very manageable menu. The selection of wines is good and suits the reduced offer of the house. Consistently good quality of the food with corresponding waiting time. The price-performance ratio is excellent. Only the very meat-heavy selection no longer quite meets the requirements (only one pasta dish as a vegetarian alternative). The presentation of the food is not careless, but very simple. There is still room for improvement here. The (excellent) cheese platter could e.g. B. be served on slate or similar, instead of on a simple plate.

The location itself is rustic/cozy within historic walls. Here you feel comfortable and welcome as a guest.

Small negligence in the service does not quite match the top kitchen. First served by a young lady, the staff changed (a total of 3 contacts). It's not drama - but it's not positive either. A little tip for the boss: If the kitchen is visible, the service staff shouldn't stand and eat there, but rather devote themselves to the guests. ;-)

Unfortunately, the sanitary facilities have to be rated negatively - they simply don't suit the house at all. Everything looks run-down, from the 70s in terrible colors - even a little decoration can't save anything anymore. A pub feeling spreads here.",1
"
A nice evening with good food.
Recommended dishes
Schweinehaxe Mit Biersosse, Rinder-filetsteak",1
"
Cozy atmosphere, delicious food with friendly and attentive service. Even if it sounds old-fashioned: the customer is still king here!",1
" Typical food, well presented.
The bad, the wasps

",0
"
Spent a very nice evening here. A bit more expensive, but super tasty. Service very friendly and attentive.",1
"
Nice, old-established Mülheim restaurant with typical dishes at reasonable prices. Quiet and beautiful beer garden with a view of the old town.",1
"
The ambience in the Mausefalle is as expected. It should be emphasized that everything visible in the dishes is homemade and it is correspondingly delicious. The service is also very friendly and focused on the satisfaction of the guests. A visit to the Mausefalle is highly recommended!",1
"
A top recommendation for spoiled gourmets.
Here the ambience is rustic with delicious selected beers such as Mölmsch and Füchschen.
The dishes are modern and perfect
prepared. Cleverly decorated. Fantastic from the starter to the dessert. The service is always attentive but discreet. That's how I imagine friendship with the guest. Thanks for that!",1
"
Excellent food and great ambience. Very friendly, good staff.",1
"
Definitely in the category ""the BEST I've ever eaten!""
Everything is fresh and from local farmers, Wiener schnitzel from the milk calf with an incredibly good side salad and homemade fries with mayo, there was homemade bread and a cucumber soup from the kitchen and really great mega creamy ice cream! Priced in the upper level but worth every euro for the quality! We were served very politely and quickly!",1
"
One of the best German restaurants I've ever been to!
Pumpkin soup and cheese excellent, as well as dessert. The waiters were very nice.",1
"
For almost burnt fries, a small currywurst (80g) 11 euros and that as a starter is already expensive. Even if it tasted good.",1
"
The food was excellent. Before we got bread and a little soup from the house to bridge the time. The apple juice tasted superb, had nothing to do with the usual drink you get elsewhere.
Didn't feel like I waited too long for my food like some here. But it takes a certain waiting time if I get freshly prepared food in return. The portion was more than satisfactory for me, unfortunately there was no room for dessert. There is an incredible drinks menu, especially the beer selection is huge. It's not cheap, of course, but it's really worth it!
Not to forget: the incredibly friendly service!",0
"
Quaint restaurant, very tasty food, attentive and nice service. We will be back.",1
" Nice place, good food and fine wine!

",1
"
A sentence with X dat was probably nothing ..
Value for money is not good...
shame for the great location..",0
"
Very nicely located restaurant. Well-kept half-timbered house with a nostalgic touch inside and out. When the weather is nice you can sit outside very well. Should not be missed. Menu manageable. Rustic dishes tasty and made with love",1
"
Excellent cuisine under the current management, and with the pub area downstairs there is something for everyone, even if you are traveling with several people and maybe not everyone wants to eat. In the beginning, I understood the statement sometimes found here that the service was too slow -- but now the team makes a pretty well integrated impression and I really can't complain about the lack of speed. A pleasant, well-run place where you can go for a nightcap beer as well as a really nice meal.",0
"
Great restaurant, great outdoor area. The food is freshly prepared, many ingredients come from our own garden or from the chef's field. There is still proper training here. The food is great, the waitresses do a great job. Priced mid-range. We recommend.",1
"
Great ambiance
very friendly staff
Great food",1
" Had a nice meal from the specialty menu 🔝

",1
"
Very tasty food, from the starter to the dessert, everything was right, as was the friendly service. One of the best restaurants in Mulheim.",1
